"Date","Price","Open","High","Low","Vol.","Change %"
"01.06.2020","163,66","162,92","163,74","162,39","8,16M","0,46%"
"29.05.2020","162,91","162,58","163,40","162,32","12,58M","0,74%"
"28.05.2020","161,72","162,12","162,46","160,90","9,76M","0,34%"
"27.05.2020","161,18","159,42","161,34","159,20","13,06M","0,18%"
"26.05.2020","160,89","162,58","162,58","160,69","13,97M","-1,42%"
"22.05.2020","163,21","162,88","163,47","162,74","8,54M","0,59%"
"21.05.2020","162,25","163,46","163,58","161,37","11,79M","-1,46%"
"20.05.2020","164,65","164,54","164,96","163,89","10,67M","0,24%"
"19.05.2020","164,26","163,60","164,43","163,04","8,53M","0,97%"
"18.05.2020","162,69","164,33","164,50","162,41","14,14M","-0,76%"
"15.05.2020","163,93","164,02","164,80","163,08","13,92M","0,56%"
"14.05.2020","163,01","161,53","163,34","161,51","17,08M","0,89%"
"13.05.2020","161,58","160,94","161,62","160,54","10,95M","0,96%"
"12.05.2020","160,04","160,30","160,95","159,72","10,41M","0,39%"
"11.05.2020","159,42","160,34","160,71","158,89","11,21M","-0,62%"
"10.05.2020","160,42","160,42","160,42","160,42","","0,00%"
"09.05.2020","160,42","160,42","160,42","160,42","","0,00%"
"08.05.2020","160,42","161,08","162,00","160,00","12,24M","-0,60%"
"07.05.2020","161,39","159,50","161,96","159,36","13,70M","1,54%"
"06.05.2020","158,95","158,99","159,81","158,10","13,35M","-1,29%"
"05.05.2020","161,02","160,16","161,10","159,33","10,56M","0,42%"
"04.05.2020","160,34","160,33","160,95","159,91","7,99M","0,35%"
"03.05.2020","159,78","159,78","159,78","159,78","","0,00%"
"02.05.2020","159,78","159,78","159,78","159,78","","0,00%"
"01.05.2020","159,78","158,00","160,45","157,80","10,91M","0,62%"
"30.04.2020","158,80","160,22","160,82","158,13","13,63M","-1,81%"
"29.04.2020","161,73","160,10","161,85","159,76","12,23M","0,55%"
"28.04.2020","160,84","160,89","160,98","159,16","10,38M","-0,45%"
"27.04.2020","161,56","161,88","162,00","160,41","9,03M","-0,66%"
"24.04.2020","162,64","163,13","163,31","160,89","11,20M","-0,43%"
"23.04.2020","163,34","162,39","163,60","161,84","14,93M","1,00%"
"22.04.2020","161,73","160,50","161,74","160,42","12,94M","1,97%"
"21.04.2020","158,61","157,60","159,21","157,04","12,48M","-0,68%"
"20.04.2020","159,70","158,62","160,22","158,46","10,69M","0,71%"
"17.04.2020","158,57","159,72","160,07","158,12","14,65M","-1,94%"
"16.04.2020","161,71","161,88","163,15","160,65","9,23M","-0,09%"
"15.04.2020","161,85","161,80","162,54","160,81","12,14M","-0,51%"
"14.04.2020","162,68","162,73","164,42","161,78","17,10M","0,79%"
"13.04.2020","161,41","159,17","162,38","158,62","20,55M","1,71%"
"09.04.2020","158,69","158,08","159,08","157,21","18,12M","2,61%"
"08.04.2020","154,65","155,91","155,94","154,59","7,60M","-0,89%"
"07.04.2020","156,04","155,33","156,14","154,38","9,20M","-0,54%"
"06.04.2020","156,88","154,16","157,22","153,96","14,74M","2,77%"
"03.04.2020","152,65","152,23","153,09","151,66","8,47M","0,49%"
"02.04.2020","151,90","151,20","152,50","150,70","9,19M","1,64%"
"01.04.2020","149,45","148,20","150,08","147,85","11,83M","0,95%"
"31.03.2020","148,05","151,36","151,80","147,97","13,32M","-3,18%"
"30.03.2020","152,92","152,41","153,08","151,57","12,08M","0,44%"
"27.03.2020","152,25","153,00","153,55","152,00","9,82M","-0,65%"
"26.03.2020","153,24","153,31","154,81","152,08","12,78M","1,28%"
"25.03.2020","151,30","152,58","152,88","151,01","16,46M","-1,37%"
"24.03.2020","153,40","153,50","155,66","152,05","20,74M","4,85%"
"23.03.2020","146,30","142,68","146,93","142,28","28,28M","4,42%"
"20.03.2020","140,11","140,71","141,17","139,14","20,06M","1,50%"
"19.03.2020","138,04","139,08","140,50","137,85","20,83M","-1,89%"
"18.03.2020","140,70","141,75","142,88","138,50","21,95M","-1,99%"
"17.03.2020","143,56","140,18","146,20","139,93","24,49M","1,36%"
"16.03.2020","141,64","137,56","142,96","136,12","24,50M","-1,14%"
"13.03.2020","143,28","149,42","149,60","141,58","35,18M","-3,05%"
"12.03.2020","147,79","151,53","151,55","146,85","32,89M","-3,99%"
"11.03.2020","153,93","156,25","156,50","153,61","18,35M","-0,36%"
"10.03.2020","154,48","156,18","156,41","154,39","18,81M","-2,11%"
"09.03.2020","157,81","158,60","159,37","156,33","24,87M","0,17%"
"06.03.2020","157,55","158,33","159,25","154,54","26,97M","0,04%"
"05.03.2020","157,49","156,06","157,62","155,72","17,97M","2,16%"
"04.03.2020","154,16","154,40","154,96","153,70","12,32M","0,18%"
"03.03.2020","153,89","150,84","155,24","150,74","28,69M","3,14%"
"02.03.2020","149,20","150,00","150,73","149,04","16,30M","0,55%"
"28.02.2020","148,38","152,71","152,77","147,05","42,71M","-3,65%"
"27.02.2020","154,00","155,58","156,27","153,90","27,88M","0,02%"
"26.02.2020","153,97","153,82","155,28","152,90","17,98M","0,44%"
"25.02.2020","153,30","155,12","156,08","152,91","28,09M","-1,79%"
"24.02.2020","156,09","158,50","158,53","155,36","27,17M","0,90%"
"21.02.2020","154,70","154,43","155,22","154,18","16,35M","1,50%"
"20.02.2020","152,41","152,00","152,83","151,95","8,46M","0,41%"
"19.02.2020","151,79","151,00","151,82","150,81","9,27M","0,58%"
"18.02.2020","150,91","149,88","151,09","149,47","11,53M","1,28%"
"14.02.2020","149,00","148,74","149,13","148,63","5,35M","0,42%"
"13.02.2020","148,38","148,24","148,58","147,95","7,08M","0,57%"
"12.02.2020","147,54","147,42","147,81","147,16","5,04M","-0,08%"
"11.02.2020","147,66","148,03","148,16","147,01","5,18M","-0,34%"
"10.02.2020","148,17","148,21","148,45","147,91","5,79M","0,26%"
"07.02.2020","147,79","147,83","148,18","147,34","6,38M","0,26%"
"06.02.2020","147,40","147,28","147,63","147,00","4,82M","0,54%"
"05.02.2020","146,61","146,38","146,81","146,16","6,16M","0,12%"
"04.02.2020","146,43","146,97","147,03","145,80","10,53M","-1,30%"
"03.02.2020","148,36","148,66","148,78","147,68","9,12M","-0,65%"
"31.01.2020","149,33","148,88","149,68","148,81","14,79M","0,58%"
"30.01.2020","148,47","148,69","149,31","148,01","9,12M","0,01%"
"29.01.2020","148,46","147,70","148,56","147,61","5,02M","0,54%"
"28.01.2020","147,66","148,36","148,56","147,53","7,54M","-0,89%"
"27.01.2020","148,99","149,24","149,32","148,46","9,99M","0,68%"
"24.01.2020","147,98","146,90","148,38","146,89","9,92M","0,58%"
"23.01.2020","147,12","147,00","147,62","146,62","8,42M","0,22%"
"22.01.2020","146,79","146,68","146,81","146,38","4,78M","0,03%"
"21.01.2020","146,74","145,77","146,86","145,55","6,09M","0,11%"
"17.01.2020","146,58","146,51","146,99","146,31","11,12M","0,18%"
"16.01.2020","146,31","146,27","146,47","145,75","6,07M","-0,16%"
"15.01.2020","146,54","146,21","146,73","145,82","6,51M","0,58%"
"14.01.2020","145,69","145,42","145,81","145,08","6,61M","-0,09%"
"13.01.2020","145,82","146,35","146,38","145,78","7,60M","-0,74%"
"10.01.2020","146,91","146,22","146,99","146,17","6,18M","0,60%"
"09.01.2020","146,03","146,07","146,41","145,44","10,30M","-0,57%"
"08.01.2020","146,86","148,49","148,61","146,14","22,28M","-0,75%"
"07.01.2020","147,97","147,57","148,14","147,43","8,40M","0,39%"
"06.01.2020","147,39","148,44","148,48","146,95","14,41M","1,05%"
"03.01.2020","145,86","145,75","146,32","145,40","12,29M","1,33%"
"02.01.2020","143,95","143,86","144,21","143,40","7,74M","0,73%"
"31.12.2019","142,90","143,31","143,60","142,80","5,31M","0,19%"
"30.12.2019","142,63","142,56","142,80","142,46","4,81M","0,21%"
"27.12.2019","142,33","142,26","142,73","142,17","5,12M","-0,04%"
"26.12.2019","142,38","142,06","142,47","141,91","8,34M","0,79%"
"24.12.2019","141,27","140,44","141,33","140,43","5,30M","0,94%"
"23.12.2019","139,95","139,53","139,96","139,53","5,18M","0,31%"
"20.12.2019","139,52","139,37","139,52","138,98","4,48M","0,10%"
"19.12.2019","139,38","139,04","139,55","138,87","4,98M","0,26%"
"18.12.2019","139,02","138,86","139,25","138,81","3,61M","0,01%"
"17.12.2019","139,01","139,02","139,30","138,85","4,29M","-0,02%"
"16.12.2019","139,04","139,20","139,39","138,80","4,65M","-0,01%"
"13.12.2019","139,05","138,52","139,21","137,98","6,98M","0,45%"
"12.12.2019","138,43","139,78","139,85","137,88","8,82M","-0,35%"
"11.12.2019","138,92","138,20","139,30","138,12","6,12M","0,69%"
"10.12.2019","137,97","138,25","138,33","137,74","3,24M","0,28%"
"09.12.2019","137,58","137,80","137,81","137,45","2,81M","-0,03%"
"06.12.2019","137,62","137,76","137,83","137,40","8,75M","-0,99%"
"05.12.2019","139,00","138,80","139,45","138,79","5,67M","0,06%"
"04.12.2019","138,92","139,16","139,16","138,59","6,33M","-0,14%"
"03.12.2019","139,11","139,04","139,57","138,97","8,50M","0,96%"
"02.12.2019","137,79","137,32","138,09","137,30","8,28M","-0,05%"
"29.11.2019","137,86","137,10","138,13","137,08","4,52M","0,62%"
"27.11.2019","137,01","137,03","137,21","136,83","4,11M","-0,53%"
"26.11.2019","137,74","136,98","137,80","136,58","4,73M","0,48%"
"25.11.2019","137,08","137,32","137,62","136,99","6,42M","-0,48%"
"22.11.2019","137,74","138,37","138,46","137,66","3,62M","-0,19%"
"21.11.2019","138,00","138,39","138,56","137,77","4,20M","-0,55%"
"20.11.2019","138,76","138,53","139,00","138,10","6,89M","0,05%"
"19.11.2019","138,69","138,13","138,97","138,13","4,83M","0,05%"
"18.11.2019","138,62","138,44","138,85","138,30","5,72M","0,30%"
"15.11.2019","138,21","138,03","138,42","137,97","10,11M","-0,25%"
"14.11.2019","138,56","138,39","138,94","137,87","5,22M","0,42%"
"13.11.2019","137,98","137,80","138,22","137,64","8,81M","0,40%"
"12.11.2019","137,43","137,03","137,59","136,19","6,45M","0,27%"
"11.11.2019","137,06","137,61","137,79","136,44","7,04M","-0,24%"
"08.11.2019","137,39","137,73","138,33","137,39","10,38M","-0,64%"
"07.11.2019","138,27","140,11","140,20","137,60","15,21M","-1,55%"
"06.11.2019","140,45","140,12","140,79","140,00","6,42M","0,43%"
"05.11.2019","139,85","140,65","140,89","139,38","11,78M","-1,62%"
"04.11.2019","142,15","142,26","142,45","141,74","4,74M","-0,29%"
"01.11.2019","142,56","142,21","142,90","142,01","8,09M","0,09%"
"31.10.2019","142,43","141,98","142,69","141,89","7,05M","1,00%"
"30.10.2019","141,02","140,54","141,04","139,55","6,99M","0,55%"
"29.10.2019","140,25","140,00","140,63","139,78","3,84M","-0,28%"
"28.10.2019","140,64","141,25","141,25","140,40","5,44M","-0,86%"
"25.10.2019","141,86","142,79","142,83","141,40","6,01M","0,23%"
"24.10.2019","141,53","141,02","141,74","140,93","6,28M","0,71%"
"23.10.2019","140,53","140,59","141,00","140,50","4,16M","0,24%"
"22.10.2019","140,20","140,13","140,30","139,72","3,89M","0,29%"
"21.10.2019","139,79","140,72","140,76","139,60","8,31M","-0,48%"
"18.10.2019","140,46","140,50","140,71","140,32","6,42M","-0,11%"
"17.10.2019","140,61","140,50","141,12","140,42","6,22M","0,14%"
"16.10.2019","140,41","140,14","140,53","139,70","10,36M","0,57%"
"15.10.2019","139,61","140,27","140,30","139,21","9,13M","-0,70%"
"14.10.2019","140,59","140,45","140,82","140,34","4,01M","0,40%"
"11.10.2019","140,03","139,97","140,19","138,91","11,43M","-0,55%"
"10.10.2019","140,81","141,59","141,66","140,58","9,33M","-0,87%"
"09.10.2019","142,05","142,16","142,58","141,62","7,05M","0,09%"
"08.10.2019","141,92","142,03","142,29","141,17","10,49M","0,87%"
"07.10.2019","140,69","141,16","141,77","140,24","6,16M","-0,85%"
"04.10.2019","141,90","141,48","142,31","141,14","9,69M","0,00%"
"03.10.2019","141,90","141,36","143,25","141,29","12,41M","0,45%"
"02.10.2019","141,26","140,79","141,88","140,46","11,94M","1,17%"
"01.10.2019","139,63","138,07","140,19","137,80","12,50M","0,55%"
"30.09.2019","138,87","139,77","140,21","138,03","15,53M","-1,55%"
"27.09.2019","141,06","140,35","141,68","140,16","9,67M","-0,51%"
"26.09.2019","141,79","142,19","142,57","141,56","8,80M","-0,03%"
"25.09.2019","141,83","144,08","144,29","141,44","12,00M","-1,85%"
"24.09.2019","144,51","143,21","144,77","142,88","10,62M","0,53%"
"23.09.2019","143,75","143,22","143,94","143,07","9,04M","0,56%"
"20.09.2019","142,95","141,61","143,03","141,46","12,28M","1,18%"
"19.09.2019","141,28","141,57","141,74","141,09","8,06M","0,41%"
"18.09.2019","140,71","141,93","142,53","139,81","15,07M","-0,63%"
"17.09.2019","141,60","141,82","142,11","141,22","7,05M","0,20%"
"16.09.2019","141,32","141,60","142,05","141,02","8,09M","0,83%"
"13.09.2019","140,15","141,73","141,99","140,06","13,45M","-0,83%"
"12.09.2019","141,32","142,68","143,10","141,11","12,67M","0,21%"
"11.09.2019","141,03","140,34","141,26","140,28","7,45M","0,61%"
"10.09.2019","140,18","141,23","141,53","140,16","12,63M","-0,86%"
"09.09.2019","141,39","142,37","142,46","141,18","11,32M","-0,37%"
"06.09.2019","141,92","143,64","144,06","141,86","14,18M","-0,85%"
"05.09.2019","143,14","144,98","145,01","142,00","20,30M","-2,40%"
"04.09.2019","146,66","145,54","146,82","145,50","11,29M","0,62%"
"03.09.2019","145,75","144,96","146,13","144,74","15,62M","1,39%"
"30.08.2019","143,75","143,84","144,88","143,02","9,64M","-0,26%"
"29.08.2019","144,12","145,40","145,49","143,28","14,76M","-0,72%"
"28.08.2019","145,16","145,39","145,68","144,64","11,45M","-0,28%"
"27.08.2019","145,57","144,30","145,68","144,27","12,86M","0,96%"
"26.08.2019","144,19","144,35","144,97","143,91","12,20M","0,01%"
"23.08.2019","144,17","141,84","144,33","141,64","20,29M","1,96%"
"22.08.2019","141,40","141,39","141,90","141,17","6,85M","-0,25%"
"21.08.2019","141,76","141,62","142,17","141,46","8,12M","-0,32%"
"20.08.2019","142,21","141,77","142,25","141,60","7,48M","0,78%"
"19.08.2019","141,11","141,33","141,79","140,85","10,56M","-1,17%"
"16.08.2019","142,78","142,75","143,13","141,80","12,18M","-0,64%"
"15.08.2019","143,70","142,96","144,02","142,61","13,50M","0,67%"
"14.08.2019","142,75","142,90","143,75","142,05","20,67M","0,68%"
"13.08.2019","141,78","143,17","143,28","139,35","29,93M","-0,60%"
"12.08.2019","142,63","141,67","143,38","141,64","15,26M","0,97%"
"09.08.2019","141,26","141,28","142,03","140,96","9,49M","-0,33%"
"08.08.2019","141,73","140,90","142,37","140,71","13,11M","0,50%"
"07.08.2019","141,02","141,28","142,47","140,88","26,67M","1,52%"
"06.08.2019","138,91","138,33","139,03","138,00","9,47M","0,81%"
"05.08.2019","137,79","137,93","138,64","137,05","17,52M","1,40%"
"02.08.2019","135,89","135,39","136,60","135,37","13,75M","-0,38%"
"01.08.2019","136,41","132,42","136,43","132,31","27,72M","2,40%"
"31.07.2019","133,21","135,03","135,42","133,02","18,80M","-1,31%"
"30.07.2019","134,98","134,76","135,18","134,41","9,46M","0,33%"
"29.07.2019","134,53","134,06","134,73","133,44","9,16M","0,67%"
"26.07.2019","133,64","134,24","134,29","133,59","6,25M","0,16%"
"25.07.2019","133,42","134,24","134,28","133,09","11,71M","-0,71%"
"24.07.2019","134,37","134,59","134,84","133,98","6,72M","0,51%"
"23.07.2019","133,69","134,43","134,95","133,56","9,98M","-0,57%"
"22.07.2019","134,45","134,56","134,82","134,32","7,57M","-0,01%"
"19.07.2019","134,47","135,45","136,03","133,97","18,08M","-1,47%"
"18.07.2019","136,48","133,83","136,63","133,61","18,47M","1,41%"
"17.07.2019","134,58","133,00","134,60","132,89","11,29M","1,65%"
"16.07.2019","132,40","133,18","133,30","132,13","7,97M","-0,85%"
"15.07.2019","133,53","133,18","133,53","132,81","4,03M","0,00%"
"12.07.2019","133,53","132,89","133,69","132,53","6,31M","0,63%"
"11.07.2019","132,70","133,58","133,70","132,41","7,54M","-0,84%"
"10.07.2019","133,83","132,94","133,87","132,35","13,92M","1,58%"
"09.07.2019","131,75","131,43","132,10","131,16","6,63M","0,35%"
"08.07.2019","131,29","132,18","132,34","131,28","8,03M","-0,64%"
"05.07.2019","132,14","131,46","132,32","130,81","11,54M","-1,12%"
"03.07.2019","133,63","133,61","134,10","133,23","6,35M","0,16%"
"02.07.2019","133,41","131,27","133,63","131,16","13,28M","2,14%"
"01.07.2019","130,62","131,56","131,75","130,55","13,37M","-1,94%"
"28.06.2019","133,20","133,05","133,34","132,61","8,08M","0,27%"
"27.06.2019","132,84","132,38","132,97","132,26","8,41M","-0,10%"
"26.06.2019","132,97","132,99","133,55","132,41","12,02M","-0,92%"
"25.06.2019","134,20","134,90","135,55","133,21","24,77M","0,19%"
"24.06.2019","133,94","132,77","134,03","132,58","17,85M","1,49%"
"21.06.2019","131,98","131,77","132,17","131,07","15,07M","0,66%"
"20.06.2019","131,11","130,41","131,49","130,19","18,64M","2,52%"
"19.06.2019","127,89","126,77","127,99","126,70","11,66M","0,61%"
"18.06.2019","127,12","127,58","127,75","126,39","10,31M","0,51%"
"17.06.2019","126,48","126,70","126,77","126,17","4,76M","-0,06%"
"14.06.2019","126,56","127,21","127,63","126,26","9,23M","-0,03%"
"13.06.2019","126,60","126,03","126,77","125,96","5,37M","0,61%"
"12.06.2019","125,83","125,60","126,20","125,56","5,76M","0,52%"
"11.06.2019","125,18","124,94","125,40","124,88","4,76M","-0,12%"
"10.06.2019","125,33","125,46","125,53","125,06","5,41M","-1,00%"
"07.06.2019","126,59","126,79","127,25","126,32","8,15M","0,56%"
"06.06.2019","125,88","125,93","126,45","125,80","5,55M","0,33%"
"05.06.2019","125,47","126,18","126,37","125,24","7,64M","0,26%"
"04.06.2019","125,15","124,88","125,42","124,61","8,00M","0,03%"
"03.06.2019","125,11","124,09","125,34","123,90","14,17M","1,44%"
"31.05.2019","123,33","122,55","123,40","122,31","15,37M","1,35%"
"30.05.2019","121,69","120,96","121,69","120,80","7,76M","0,68%"
"29.05.2019","120,87","121,11","121,26","120,75","4,13M","0,03%"
"28.05.2019","120,83","120,80","120,84","120,46","4,30M","-0,39%"
"24.05.2019","121,30","121,13","121,31","120,89","2,32M","0,11%"
"23.05.2019","121,17","120,82","121,52","120,77","6,05M","0,77%"
"22.05.2019","120,24","120,35","120,50","120,19","3,74M","-0,10%"
"21.05.2019","120,36","120,08","120,36","119,83","3,85M","-0,23%"
"20.05.2019","120,64","120,51","120,74","120,42","4,35M","-0,01%"
"17.05.2019","120,65","121,03","121,06","120,33","6,59M","-0,71%"
"16.05.2019","121,51","122,03","122,07","121,19","6,35M","-0,72%"
"15.05.2019","122,39","122,71","122,77","122,22","10,30M","-0,06%"
"14.05.2019","122,46","122,60","122,66","122,12","5,56M","-0,17%"
"13.05.2019","122,67","122,63","122,85","122,33","11,13M","1,02%"
"10.05.2019","121,43","121,41","121,73","121,30","4,59M","0,19%"
"09.05.2019","121,20","120,96","121,62","120,86","5,02M","0,24%"
"08.05.2019","120,91","121,54","121,54","120,77","4,18M","-0,25%"
"07.05.2019","121,21","121,02","121,42","120,91","4,01M","0,33%"
"06.05.2019","120,81","120,61","121,12","120,54","3,48M","0,13%"
"03.05.2019","120,65","120,56","121,08","120,47","8,41M","0,59%"
"02.05.2019","119,94","119,69","120,11","119,54","6,76M","-0,38%"
"01.05.2019","120,40","121,03","121,55","120,18","12,33M","-0,66%"
"30.04.2019","121,20","120,89","121,36","120,85","4,76M","0,31%"
"29.04.2019","120,83","120,88","120,91","120,67","4,47M","-0,44%"
"26.04.2019","121,37","121,26","121,67","121,22","6,02M","0,66%"
"25.04.2019","120,57","120,72","121,10","120,50","4,84M","0,08%"
"24.04.2019","120,47","120,06","120,72","120,04","4,17M","0,29%"
"23.04.2019","120,12","119,67","120,20","119,55","5,57M","-0,21%"
"22.04.2019","120,37","120,46","120,50","120,27","2,25M","0,00%"
"18.04.2019","120,37","120,24","120,54","120,15","4,09M","0,07%"
"17.04.2019","120,28","120,46","120,51","120,19","4,69M","-0,19%"
"16.04.2019","120,51","120,38","120,63","120,19","10,10M","-0,90%"
"15.04.2019","121,60","121,20","121,82","121,09","4,25M","-0,19%"
"12.04.2019","121,83","121,96","122,31","121,80","5,27M","-0,10%"
"11.04.2019","121,95","122,54","122,75","121,79","11,69M","-1,28%"
"10.04.2019","123,53","123,22","123,77","123,19","6,34M","0,31%"
"09.04.2019","123,15","123,26","123,35","123,03","4,65M","0,52%"
"08.04.2019","122,51","122,97","123,02","122,40","4,27M","0,43%"
"05.04.2019","121,98","121,88","122,13","121,66","5,11M","-0,11%"
"04.04.2019","122,11","121,10","122,24","120,96","7,51M","0,25%"
"03.04.2019","121,80","121,73","122,01","121,67","6,15M","-0,15%"
"02.04.2019","121,98","121,72","122,01","121,68","4,47M","0,37%"
"01.04.2019","121,53","122,40","122,43","121,46","13,56M","-0,39%"
"29.03.2019","122,01","122,64","122,75","122,01","7,09M","0,09%"
"28.03.2019","121,90","122,28","122,36","121,70","11,88M","-1,42%"
"27.03.2019","123,65","124,35","124,38","123,56","6,60M","-0,52%"
"26.03.2019","124,30","124,48","124,51","124,07","5,06M","-0,50%"
"25.03.2019","124,92","124,56","125,11","124,48","7,29M","0,77%"
"22.03.2019","123,97","123,93","124,22","123,73","5,87M","0,23%"
"21.03.2019","123,68","124,36","124,37","123,11","7,74M","-0,40%"
"20.03.2019","124,18","123,66","124,42","122,65","11,30M","0,65%"
"19.03.2019","123,38","123,72","123,79","123,34","6,56M","0,28%"
"18.03.2019","123,04","123,30","123,40","122,89","7,78M","0,06%"
"15.03.2019","122,97","123,06","123,40","122,91","9,41M","0,46%"
"14.03.2019","122,41","122,33","122,55","122,12","6,78M","-1,15%"
"13.03.2019","123,84","123,56","123,88","123,42","7,38M","0,70%"
"12.03.2019","122,98","122,54","123,03","122,40","6,29M","0,61%"
"11.03.2019","122,24","122,52","122,54","121,92","6,71M","-0,49%"
"08.03.2019","122,84","122,70","122,89","122,37","10,43M","1,09%"
"07.03.2019","121,51","121,27","121,71","121,18","6,09M","-0,08%"
"06.03.2019","121,61","121,43","121,64","121,26","4,82M","-0,09%"
"05.03.2019","121,72","121,38","121,73","121,03","7,12M","0,13%"
"04.03.2019","121,56","121,56","121,85","121,18","10,27M","-0,26%"
"01.03.2019","121,88","123,48","123,96","121,87","16,41M","-1,70%"
"28.02.2019","123,99","124,71","124,71","123,98","7,81M","-0,56%"
"27.02.2019","124,69","125,17","125,23","124,40","7,94M","-0,71%"
"26.02.2019","125,58","125,33","125,62","125,05","5,15M","0,17%"
"25.02.2019","125,37","125,78","125,90","125,23","4,88M","-0,10%"
"22.02.2019","125,50","125,53","125,95","125,39","5,44M","0,36%"
"21.02.2019","125,05","126,15","126,22","125,05","8,63M","-1,13%"
"20.02.2019","126,48","127,00","127,21","126,31","8,89M","-0,17%"
"19.02.2019","126,70","125,98","126,79","125,93","15,61M","1,52%"
"15.02.2019","124,80","124,59","125,00","124,18","12,19M","0,60%"
"14.02.2019","124,06","123,84","124,20","123,53","6,28M","0,56%"
"13.02.2019","123,37","123,84","124,55","123,31","7,64M","-0,40%"
"12.02.2019","123,86","123,96","124,03","123,61","4,27M","0,21%"
"11.02.2019","123,60","123,19","123,82","123,19","4,82M","-0,49%"
"08.02.2019","124,21","124,05","124,33","123,98","4,24M","0,38%"
"07.02.2019","123,74","123,80","123,95","123,44","5,94M","0,24%"
"06.02.2019","123,44","124,16","124,19","123,40","6,60M","-0,68%"
"05.02.2019","124,28","124,29","124,42","124,05","6,29M","0,26%"
"04.02.2019","123,96","123,99","124,29","123,82","6,88M","-0,43%"
"01.02.2019","124,50","124,89","125,05","124,37","12,49M","-0,20%"
"31.01.2019","124,75","125,18","125,23","124,62","10,21M","0,05%"
"30.01.2019","124,69","123,91","125,07","123,70","12,10M","0,57%"
"29.01.2019","123,98","123,71","124,00","123,46","11,61M","0,56%"
"28.01.2019","123,29","122,75","123,29","122,72","8,52M","0,35%"
"25.01.2019","122,86","122,02","122,91","122,02","11,10M","1,46%"
"24.01.2019","121,09","121,16","121,36","120,92","5,66M","-0,16%"
"23.01.2019","121,28","120,96","121,54","120,86","5,22M","-0,14%"
"22.01.2019","121,45","121,18","121,50","120,90","7,90M","0,36%"
"18.01.2019","121,02","121,23","121,52","121,02","10,90M","-0,89%"
"17.01.2019","122,11","122,03","122,26","121,81","8,56M","-0,13%"
"16.01.2019","122,27","122,04","122,44","122,02","6,88M","0,32%"
"15.01.2019","121,88","122,28","122,38","121,62","7,51M","-0,17%"
"14.01.2019","122,09","122,15","122,24","121,87","6,48M","0,24%"
"11.01.2019","121,80","121,74","122,05","121,66","8,62M","0,17%"
"10.01.2019","121,59","121,98","122,18","121,57","6,67M","-0,59%"
"09.01.2019","122,31","121,45","122,33","121,44","10,56M","0,64%"
"08.01.2019","121,53","121,15","121,71","121,06","7,64M","-0,27%"
"07.01.2019","121,86","122,16","122,22","121,57","7,47M","0,35%"
"04.01.2019","121,44","121,32","121,60","120,69","13,33M","-0,81%"
"03.01.2019","122,43","121,78","122,46","121,73","15,44M","0,91%"
"02.01.2019","121,33","121,35","121,75","120,88","12,78M","0,07%"
"31.12.2018","121,25","120,98","121,26","120,83","8,45M","0,16%"
"28.12.2018","121,06","120,80","121,08","120,72","6,86M","0,41%"
"27.12.2018","120,57","120,57","120,89","120,14","11,87M","0,76%"
"26.12.2018","119,66","120,62","121,00","119,57","14,29M","-0,30%"
"24.12.2018","120,02","119,57","120,14","119,57","9,74M","1,10%"
"21.12.2018","118,72","119,19","119,25","118,57","13,63M","-0,44%"
"20.12.2018","119,24","119,11","119,74","118,68","18,62M","1,54%"
"19.12.2018","117,43","118,24","118,96","117,40","13,83M","-0,61%"
"18.12.2018","118,15","117,85","118,20","117,81","7,54M","0,24%"
"17.12.2018","117,87","117,37","118,03","117,35","8,46M","0,69%"
"14.12.2018","117,06","116,63","117,30","116,58","7,50M","-0,40%"
"13.12.2018","117,53","117,54","117,62","117,26","4,13M","-0,22%"
"12.12.2018","117,79","117,70","117,95","117,61","4,14M","0,21%"
"11.12.2018","117,54","117,67","117,89","117,35","6,40M","-0,12%"
"10.12.2018","117,68","117,70","117,94","117,42","8,12M","-0,35%"
"07.12.2018","118,09","117,62","118,23","117,54","10,40M","0,81%"
"06.12.2018","117,14","117,38","117,69","116,92","9,27M","0,02%"
"04.12.2018","117,12","117,37","117,39","116,93","7,19M","0,61%"
"03.12.2018","116,41","116,60","116,77","116,30","8,46M","0,75%"
"30.11.2018","115,54","115,42","115,66","115,04","8,17M","-0,17%"
"29.11.2018","115,74","115,97","116,24","115,56","6,48M","0,31%"
"28.11.2018","115,38","114,76","116,07","114,59","13,79M","0,37%"
"27.11.2018","114,95","115,55","115,63","114,60","9,67M","-0,60%"
"26.11.2018","115,64","115,84","115,87","115,53","4,02M","-0,11%"
"23.11.2018","115,77","115,76","115,88","115,58","3,73M","-0,08%"
"21.11.2018","115,86","115,94","116,35","115,86","8,83M","0,16%"
"20.11.2018","115,67","115,94","115,95","115,37","9,08M","0,00%"
"19.11.2018","115,67","115,45","115,92","115,37","8,51M","0,04%"
"16.11.2018","115,62","115,83","115,88","115,37","8,58M","0,74%"
"15.11.2018","114,77","114,83","114,99","114,56","8,91M","0,11%"
"14.11.2018","114,64","113,53","115,06","113,46","13,95M","0,83%"
"13.11.2018","113,70","113,72","113,93","113,42","9,31M","0,04%"
"12.11.2018","113,66","114,01","114,05","113,58","7,50M","-0,72%"
"09.11.2018","114,48","114,60","114,75","114,14","14,16M","-1,12%"
"08.11.2018","115,78","115,77","116,15","115,50","7,64M","-0,22%"
