"Date","Price","Open","High","Low","Vol.","Change %"
"25.09.2015","109,81","109,87","110,03","109,55","5,21M","-0,62%"
"24.09.2015","110,49","109,67","110,82","109,63","11,02M","2,10%"
"23.09.2015","108,22","108,54","108,64","108,20","2,74M","0,40%"
"22.09.2015","107,79","107,58","107,96","107,44","5,48M","-0,68%"
"21.09.2015","108,53","108,49","108,66","108,33","4,10M","-0,62%"
"18.09.2015","109,21","109,10","109,38","108,82","6,79M","0,74%"
"17.09.2015","108,41","107,07","108,58","106,96","8,40M","1,03%"
"16.09.2015","107,31","106,60","107,71","106,56","5,32M","1,33%"
"15.09.2015","105,90","105,83","106,06","105,68","2,90M","-0,30%"
"14.09.2015","106,22","105,86","106,39","105,78","2,35M","0,06%"
"11.09.2015","106,16","105,65","106,20","105,27","4,02M","-0,21%"
"10.09.2015","106,38","106,61","106,70","106,18","6,20M","0,24%"
"09.09.2015","106,13","106,64","106,71","105,48","8,86M","-1,29%"
"08.09.2015","107,52","107,60","107,94","107,31","5,98M","0,03%"
"04.09.2015","107,49","107,14","107,56","107,07","4,03M","-0,32%"
"03.09.2015","107,84","107,77","108,32","107,56","3,91M","-0,72%"
"02.09.2015","108,62","109,01","109,34","108,46","4,12M","-0,53%"
"01.09.2015","109,20","109,63","109,77","108,94","7,08M","0,35%"
"31.08.2015","108,82","108,19","108,92","108,03","4,53M","0,11%"
"28.08.2015","108,70","108,17","109,30","108,12","7,56M","0,90%"
"27.08.2015","107,73","107,33","108,04","107,11","8,10M","0,06%"
"26.08.2015","107,67","107,72","108,06","107,08","10,86M","-1,36%"
"25.08.2015","109,16","110,01","110,05","108,72","9,97M","-1,24%"
"24.08.2015","110,53","111,54","112,12","109,77","18,39M","-0,54%"
"21.08.2015","111,13","110,93","111,33","110,12","13,92M","0,62%"
"20.08.2015","110,44","109,81","110,61","109,70","12,55M","1,74%"
"19.08.2015","108,55","107,63","108,67","107,63","7,04M","1,34%"
"18.08.2015","107,11","106,67","107,33","106,31","4,12M","-0,02%"
"17.08.2015","107,13","107,37","107,51","107,00","5,77M","0,26%"
"14.08.2015","106,85","107,07","107,41","106,54","3,51M","-0,01%"
"13.08.2015","106,86","106,95","107,18","106,71","4,76M","-0,83%"
"12.08.2015","107,75","106,99","107,91","106,93","10,02M","1,40%"
"11.08.2015","106,26","106,49","106,63","105,77","4,06M","0,51%"
"10.08.2015","105,72","105,03","106,27","104,92","5,89M","1,02%"
"07.08.2015","104,65","104,56","105,38","104,55","4,40M","0,25%"
"06.08.2015","104,39","104,15","104,86","104,14","3,91M","0,44%"
"05.08.2015","103,93","104,42","104,50","103,78","5,04M","-0,36%"
"04.08.2015","104,31","104,56","104,75","103,95","3,24M","0,20%"
"03.08.2015","104,10","104,59","104,82","104,05","3,53M","-0,79%"
"31.07.2015","104,93","105,41","105,75","104,69","6,69M","0,63%"
"30.07.2015","104,27","104,03","104,97","103,86","6,65M","-0,86%"
"29.07.2015","105,17","104,93","105,63","104,49","5,62M","0,14%"
"28.07.2015","105,02","105,09","105,33","104,83","5,55M","0,15%"
"27.07.2015","104,86","104,94","105,68","104,66","10,69M","-0,47%"
"24.07.2015","105,35","103,61","105,59","103,43","11,57M","0,98%"
"23.07.2015","104,33","104,98","105,30","104,20","5,78M","-0,45%"
"22.07.2015","104,80","104,39","105,09","104,18","8,35M","-0,54%"
"21.07.2015","105,37","105,81","106,32","105,25","10,52M","-0,31%"
"20.07.2015","105,70","106,60","106,65","105,62","15,75M","-2,72%"
"17.07.2015","108,65","109,11","109,16","108,40","14,86M","-1,01%"
"16.07.2015","109,76","109,67","110,01","109,60","4,63M","-0,36%"
"15.07.2015","110,16","110,00","110,19","109,58","9,29M","-0,52%"
"14.07.2015","110,74","111,00","111,08","110,63","2,60M","-0,23%"
"13.07.2015","110,99","110,43","111,14","110,36","4,28M","-0,45%"
"10.07.2015","111,49","111,18","111,71","111,03","3,59M","0,12%"
"09.07.2015","111,36","111,80","111,93","111,15","3,80M","0,24%"
"08.07.2015","111,09","111,38","111,65","111,08","5,69M","0,30%"
"07.07.2015","110,76","111,08","111,14","110,05","9,07M","-1,16%"
"06.07.2015","112,06","111,71","112,58","111,63","4,26M","0,27%"
"02.07.2015","111,76","111,66","111,84","111,41","3,84M","-0,20%"
"01.07.2015","111,98","112,12","112,51","111,94","4,41M","-0,35%"
"30.06.2015","112,37","112,24","113,05","111,84","7,90M","-0,62%"
"29.06.2015","113,07","112,81","113,23","112,53","5,82M","0,45%"
"26.06.2015","112,56","112,20","112,68","112,13","4,39M","0,11%"
"25.06.2015","112,44","112,43","112,71","112,32","2,90M","-0,13%"
"24.06.2015","112,59","112,48","112,74","112,31","2,98M","-0,27%"
"23.06.2015","112,89","112,96","113,17","112,79","4,52M","-0,66%"
"22.06.2015","113,64","113,79","113,94","113,34","5,76M","-1,29%"
"19.06.2015","115,12","115,34","115,46","114,95","4,61M","-0,17%"
"18.06.2015","115,32","115,19","115,61","114,89","8,04M","1,29%"
"17.06.2015","113,85","113,07","114,04","112,63","6,46M","0,47%"
"16.06.2015","113,32","113,08","113,45","112,79","4,03M","-0,36%"
"15.06.2015","113,73","113,28","114,15","113,21","5,06M","0,44%"
"12.06.2015","113,23","113,06","113,50","112,96","3,00M","-0,03%"
"11.06.2015","113,26","113,27","113,41","112,92","4,43M","-0,46%"
"10.06.2015","113,78","114,14","114,14","113,69","5,45M","0,85%"
"09.06.2015","112,82","113,15","113,23","112,71","3,53M","0,22%"
"08.06.2015","112,57","112,39","112,66","112,13","3,12M","0,29%"
"05.06.2015","112,24","111,60","112,39","111,57","5,56M","-0,53%"
"04.06.2015","112,84","112,98","113,15","112,48","5,57M","-0,70%"
"03.06.2015","113,64","114,13","114,37","113,08","4,89M","-0,72%"
"02.06.2015","114,46","114,36","114,64","114,17","3,99M","0,40%"
"01.06.2015","114,00","115,02","115,50","113,90","8,25M","-0,09%"
"29.05.2015","114,10","114,14","114,48","114,00","3,41M","0,07%"
"28.05.2015","114,02","113,85","114,16","113,21","5,27M","0,11%"
"27.05.2015","113,89","113,78","114,01","113,63","2,68M","-0,02%"
"26.05.2015","113,91","113,84","114,23","113,70","5,77M","-1,46%"
"22.05.2015","115,60","115,51","115,93","115,32","1,78M","-0,08%"
"21.05.2015","115,69","115,53","116,00","115,47","2,51M","-0,34%"
"20.05.2015","116,08","116,03","116,38","115,76","4,43M","0,16%"
"19.05.2015","115,89","116,55","116,73","115,65","5,05M","-1,39%"
"18.05.2015","117,52","117,78","117,88","117,27","5,08M","-0,01%"
"15.05.2015","117,53","116,80","117,63","116,68","4,45M","0,30%"
"14.05.2015","117,18","117,28","117,75","117,03","6,92M","0,54%"
"13.05.2015","116,55","115,74","116,93","115,68","11,77M","1,79%"
"12.05.2015","114,50","114,10","114,67","114,06","3,26M","0,85%"
"11.05.2015","113,53","114,09","114,31","113,08","2,92M","-0,39%"
"08.05.2015","113,97","114,34","114,43","113,59","9,96M","0,48%"
"07.05.2015","113,42","113,84","114,01","113,32","5,46M","-0,82%"
"06.05.2015","114,36","114,59","114,75","114,02","3,28M","-0,05%"
"05.05.2015","114,42","114,89","115,11","114,39","3,86M","0,28%"
"04.05.2015","114,10","114,18","114,44","113,88","3,65M","0,90%"
"01.05.2015","113,08","112,42","113,31","112,28","7,60M","-0,34%"
"30.04.2015","113,47","113,88","113,88","112,96","9,44M","-1,77%"
"29.04.2015","115,51","116,06","116,39","115,28","7,17M","-0,70%"
"28.04.2015","116,33","115,36","116,62","115,34","8,05M","0,87%"
"27.04.2015","115,33","113,87","115,82","113,67","7,49M","2,02%"
"24.04.2015","113,05","113,96","114,07","112,77","7,15M","-1,40%"
"23.04.2015","114,66","113,90","114,96","113,81","3,46M","0,73%"
"22.04.2015","113,83","114,83","114,96","113,77","5,70M","-1,34%"
"21.04.2015","115,38","114,72","115,56","114,65","3,32M","0,58%"
"20.04.2015","114,72","114,82","114,95","114,32","3,93M","-0,76%"
"17.04.2015","115,60","115,38","115,79","115,23","3,50M","0,50%"
"16.04.2015","115,03","115,55","115,66","114,64","3,13M","-0,35%"
"15.04.2015","115,43","114,80","115,60","114,47","3,66M","0,87%"
"14.04.2015","114,44","114,69","115,07","114,39","3,65M","-0,61%"
"13.04.2015","115,14","115,35","115,39","114,80","3,19M","-0,72%"
"10.04.2015","115,97","116,00","116,19","115,50","3,93M","1,13%"
"09.04.2015","114,67","114,80","114,85","114,48","4,71M","-0,69%"
"08.04.2015","115,47","115,98","116,03","114,90","5,57M","-0,55%"
"07.04.2015","116,11","116,27","116,51","115,94","2,47M","-0,50%"
"06.04.2015","116,69","117,32","117,47","116,52","5,91M","1,22%"
"02.04.2015","115,28","115,47","115,72","114,68","3,88M","-0,28%"
"01.04.2015","115,60","114,56","115,99","114,54","7,32M","1,71%"
"31.03.2015","113,66","113,84","114,28","113,41","4,38M","-0,08%"
"30.03.2015","113,75","113,90","114,01","113,54","4,38M","-1,14%"
"27.03.2015","115,06","115,14","115,36","114,45","4,92M","-0,36%"
"26.03.2015","115,48","115,73","115,84","115,34","5,50M","0,65%"
"25.03.2015","114,73","115,11","115,14","114,65","3,02M","0,14%"
"24.03.2015","114,57","114,35","114,65","113,82","2,98M","0,24%"
"23.03.2015","114,29","113,70","114,37","113,49","4,24M","0,63%"
"20.03.2015","113,57","112,71","114,00","112,67","8,03M","1,14%"
"19.03.2015","112,29","111,85","112,58","111,58","6,54M","-0,07%"
"18.03.2015","112,37","110,33","112,87","110,09","12,45M","1,96%"
"17.03.2015","110,21","109,92","111,35","109,77","8,92M","-0,54%"
"16.03.2015","110,81","111,09","111,20","110,42","3,27M","-0,06%"
"13.03.2015","110,88","111,10","111,28","110,51","4,56M","0,14%"
"12.03.2015","110,72","111,15","111,20","110,25","6,63M","-0,03%"
"11.03.2015","110,75","111,23","111,25","110,16","6,55M","-0,60%"
"10.03.2015","111,42","112,09","112,35","111,22","7,02M","-0,49%"
"09.03.2015","111,97","112,42","112,62","111,95","5,53M","0,10%"
"06.03.2015","111,86","113,17","113,26","111,70","11,19M","-2,73%"
"05.03.2015","115,00","115,43","116,12","114,84","5,87M","-0,10%"
"04.03.2015","115,11","115,70","115,79","115,02","4,76M","-0,31%"
"03.03.2015","115,47","116,04","116,61","115,35","4,74M","-0,18%"
"02.03.2015","115,68","116,50","116,64","115,62","7,99M","-0,41%"
"27.02.2015","116,16","116,74","117,07","116,16","8,26M","0,08%"
"26.02.2015","116,07","116,54","116,55","115,83","4,03M","0,32%"
"25.02.2015","115,70","115,83","115,89","115,33","5,03M","0,38%"
"24.02.2015","115,26","115,00","115,55","114,29","7,61M","-0,15%"
"23.02.2015","115,43","115,11","116,22","115,07","4,81M","0,13%"
"20.02.2015","115,28","116,10","116,45","115,05","6,68M","-0,57%"
"19.02.2015","115,94","116,40","116,54","115,74","6,53M","-0,34%"
"18.02.2015","116,34","115,99","116,53","114,99","8,34M","0,28%"
"17.02.2015","116,01","116,40","116,54","115,58","7,23M","-1,67%"
"13.02.2015","117,98","118,05","118,58","117,79","4,11M","0,55%"
"12.02.2015","117,34","117,68","117,82","117,09","4,34M","0,23%"
"11.02.2015","117,07","118,49","118,57","117,00","6,78M","-1,18%"
"10.02.2015","118,47","118,63","119,06","118,21","4,09M","-0,59%"
"09.02.2015","119,17","118,83","119,40","118,77","5,24M","0,45%"
"06.02.2015","118,64","119,15","119,52","117,95","13,21M","-2,59%"
"05.02.2015","121,79","120,98","121,83","120,61","6,88M","0,17%"
"04.02.2015","121,58","121,63","122,22","120,92","5,39M","0,44%"
"03.02.2015","121,05","121,74","121,76","120,56","8,26M","-1,12%"
"02.02.2015","122,42","121,84","123,16","121,82","8,89M","-0,83%"
"30.01.2015","123,45","121,30","123,55","120,92","14,56M","2,23%"
"29.01.2015","120,76","121,99","122,29","120,26","12,00M","-2,16%"
"28.01.2015","123,42","123,52","123,89","122,94","8,47M","-0,79%"
"27.01.2015","124,40","123,56","124,64","123,51","9,58M","1,15%"
"26.01.2015","122,99","123,33","123,34","122,52","6,77M","-1,00%"
"23.01.2015","124,23","124,43","124,50","123,35","6,27M","-0,80%"
"22.01.2015","125,23","125,07","125,58","124,14","10,52M","0,80%"
"21.01.2015","124,23","125,18","125,34","123,37","11,08M","0,02%"
"20.01.2015","124,20","123,63","124,60","123,49","14,97M","1,37%"
"16.01.2015","122,52","121,73","123,15","121,70","14,43M","1,31%"
"15.01.2015","120,94","120,41","121,69","120,34","17,69M","2,52%"
"14.01.2015","117,97","119,08","119,32","117,90","7,73M","-0,16%"
"13.01.2015","118,16","118,96","119,19","117,87","7,69M","-0,34%"
"12.01.2015","118,56","117,46","118,71","117,32","8,32M","1,11%"
"09.01.2015","117,26","116,51","117,34","116,50","7,96M","1,14%"
"08.01.2015","115,94","116,45","116,87","115,85","7,03M","-0,42%"
"07.01.2015","116,43","116,47","116,88","116,17","6,43M","-0,59%"
"06.01.2015","117,12","116,22","117,50","115,80","11,24M","1,14%"
"05.01.2015","115,80","114,78","116,00","114,73","8,18M","1,51%"
"02.01.2015","114,08","112,49","114,80","112,32","7,11M","0,44%"
